	score	comment	INPUT_URL = "https://review.rakuten.co.jp/item/1/351180_10001030/1.1/"  # 74210
1282	5	フラップ型を購入。息がしやすいし、内側の生地がさらっとしており肌触りが良いです。ベビーピンクの色も優しい色、試しに購入してみましたが、もっと買えば良かったです。また、リピします。
1283	4	安くとても使い勝手が良い早く配達してもらいたすかったあ
1284	5	サイズもちょうど良くて耳が痛くならないので気にいってます。ありがとうございました。
1285	5	箱が柔らかいので配送で潰れちゃうのはしょうがないかなと思いました。すぐ配送してくださってありがとうございます。製品は耳ゴムが細くなくて、とても良く、色も素敵で、違う色もほしいなと思いました。確かに、走っても苦しくならなかったのですが、それってウイルス防げてるのかな？と思いつつも、満足しています。最安1箱〇〇円って、いつも書いてありますが、どれのことなんだと思いつつ、クーポン使って500円台なら十分お買い得かなと思いますので、また購入すると思います
1286	5	色も、たくさんの種類から選べるので、悩みましたが、ヘーゼル色 キレイで良かったです。
1287	5	いつも夫用に購入しています。耳が痛くなりにくくて付けやすいようですまたリピートします＾＾
1288	5	フラップ型、リピートです。息がしやすく、使いやすいのでずっとこちらにしています。
1289	5	何度目のリピ買いか！？ってぐらい購入してます！耳も痛くなく、肌荒れを起こさないから安心して使ってますよ！
1290	5	何度目のリピ買いか！？ってぐらい購入してます！耳も痛くなく、肌荒れを起こさないから安心して使ってますよ！
1291	5	気に入ってリピ買いしてます！もう何度も！耳も痛くなくて、肌荒れを起こさないから安心して使ってます！
